"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"28/08/2025 04:15:00 - 28/08/2025 04:30:00","BZN|PL","Without Sequence","121.18","",""
"28/08/2025 04:30:00 - 28/08/2025 04:45:00","BZN|PL","Without Sequence","121.18","",""
"28/08/2025 04:45:00 - 28/08/2025 05:00:00","BZN|PL","Without Sequence","121.18","",""
"28/08/2025 05:00:00 - 28/08/2025 05:15:00","BZN|PL","Without Sequence","137.10","",""
"28/08/2025 05:15:00 - 28/08/2025 05:30:00","BZN|PL","Without Sequence","137.10","",""
"28/08/2025 05:30:00 - 28/08/2025 05:45:00","BZN|PL","Without Sequence","137.10","",""
"28/08/2025 05:45:00 - 28/08/2025 06:00:00","BZN|PL","Without Sequence","137.10","",""
"28/08/2025 06:00:00 - 28/08/2025 06:15:00","BZN|PL","Without Sequence","125.02","",""
"28/08/2025 06:15:00 - 28/08/2025 06:30:00","BZN|PL","Without Sequence","125.02","",""
"28/08/2025 06:30:00 - 28/08/2025 06:45:00","BZN|PL","Without Sequence","125.02","",""
"28/08/2025 06:45:00 - 28/08/2025 07:00:00","BZN|PL","Without Sequence","125.02","",""
"28/08/2025 07:00:00 - 28/08/2025 07:15:00","BZN|PL","Without Sequence","80.64","",""
"28/08/2025 07:15:00 - 28/08/2025 07:30:00","BZN|PL","Without Sequence","80.64","",""
"28/08/2025 07:30:00 - 28/08/2025 07:45:00","BZN|PL","Without Sequence","80.64","",""
"28/08/2025 07:45:00 - 28/08/2025 08:00:00","BZN|PL","Without Sequence","80.64","",""
"28/08/2025 08:00:00 - 28/08/2025 08:15:00","BZN|PL","Without Sequence","63.94","",""
"28/08/2025 08:15:00 - 28/08/2025 08:30:00","BZN|PL","Without Sequence","63.94","",""
"28/08/2025 08:30:00 - 28/08/2025 08:45:00","BZN|PL","Without Sequence","63.94","",""
"28/08/2025 08:45:00 - 28/08/2025 09:00:00","BZN|PL","Without Sequence","63.94","",""
"28/08/2025 09:00:00 - 28/08/2025 09:15:00","BZN|PL","Without Sequence","55.14","",""
"28/08/2025 09:15:00 - 28/08/2025 09:30:00","BZN|PL","Without Sequence","55.14","",""
"28/08/2025 09:30:00 - 28/08/2025 09:45:00","BZN|PL","Without Sequence","55.14","",""
"28/08/2025 09:45:00 - 28/08/2025 10:00:00","BZN|PL","Without Sequence","55.14","",""
"28/08/2025 10:00:00 - 28/08/2025 10:15:00","BZN|PL","Without Sequence","51.75","",""
"28/08/2025 10:15:00 - 28/08/2025 10:30:00","BZN|PL","Without Sequence","51.75","",""
"28/08/2025 10:30:00 - 28/08/2025 10:45:00","BZN|PL","Without Sequence","51.75","",""
"28/08/2025 10:45:00 - 28/08/2025 11:00:00","BZN|PL","Without Sequence","51.75","",""
"28/08/2025 11:00:00 - 28/08/2025 11:15:00","BZN|PL","Without Sequence","48.06","",""
"28/08/2025 11:15:00 - 28/08/2025 11:30:00","BZN|PL","Without Sequence","48.06","",""
"28/08/2025 11:30:00 - 28/08/2025 11:45:00","BZN|PL","Without Sequence","48.06","",""
"28/08/2025 11:45:00 - 28/08/2025 12:00:00","BZN|PL","Without Sequence","48.06","",""
"28/08/2025 12:00:00 - 28/08/2025 12:15:00","BZN|PL","Without Sequence","54.39","",""
"28/08/2025 12:15:00 - 28/08/2025 12:30:00","BZN|PL","Without Sequence","54.39","",""
"28/08/2025 12:30:00 - 28/08/2025 12:45:00","BZN|PL","Without Sequence","54.39","",""
"28/08/2025 12:45:00 - 28/08/2025 13:00:00","BZN|PL","Without Sequence","54.39","",""
"28/08/2025 13:00:00 - 28/08/2025 13:15:00","BZN|PL","Without Sequence","67.55","",""
"28/08/2025 13:15:00 - 28/08/2025 13:30:00","BZN|PL","Without Sequence","67.55","",""
"28/08/2025 13:30:00 - 28/08/2025 13:45:00","BZN|PL","Without Sequence","67.55","",""
"28/08/2025 13:45:00 - 28/08/2025 14:00:00","BZN|PL","Without Sequence","67.55","",""
"28/08/2025 14:00:00 - 28/08/2025 14:15:00","BZN|PL","Without Sequence","91.30","",""
"28/08/2025 14:15:00 - 28/08/2025 14:30:00","BZN|PL","Without Sequence","91.30","",""
"28/08/2025 14:30:00 - 28/08/2025 14:45:00","BZN|PL","Without Sequence","91.30","",""
"28/08/2025 14:45:00 - 28/08/2025 15:00:00","BZN|PL","Without Sequence","91.30","",""
"28/08/2025 15:00:00 - 28/08/2025 15:15:00","BZN|PL","Without Sequence","127.16","",""
"28/08/2025 15:15:00 - 28/08/2025 15:30:00","BZN|PL","Without Sequence","127.16","",""
"28/08/2025 15:30:00 - 28/08/2025 15:45:00","BZN|PL","Without Sequence","127.16","",""
"28/08/2025 15:45:00 - 28/08/2025 16:00:00","BZN|PL","Without Sequence","127.16","",""
"28/08/2025 16:00:00 - 28/08/2025 16:15:00","BZN|PL","Without Sequence","157.00","",""
"28/08/2025 16:15:00 - 28/08/2025 16:30:00","BZN|PL","Without Sequence","157.00","",""
"28/08/2025 16:30:00 - 28/08/2025 16:45:00","BZN|PL","Without Sequence","157.00","",""
"28/08/2025 16:45:00 - 28/08/2025 17:00:00","BZN|PL","Without Sequence","157.00","",""
"28/08/2025 17:00:00 - 28/08/2025 17:15:00","BZN|PL","Without Sequence","192.29","",""
"28/08/2025 17:15:00 - 28/08/2025 17:30:00","BZN|PL","Without Sequence","192.29","",""
"28/08/2025 17:30:00 - 28/08/2025 17:45:00","BZN|PL","Without Sequence","192.29","",""
"28/08/2025 17:45:00 - 28/08/2025 18:00:00","BZN|PL","Without Sequence","192.29","",""
"28/08/2025 18:00:00 - 28/08/2025 18:15:00","BZN|PL","Without Sequence","151.56","",""
"28/08/2025 18:15:00 - 28/08/2025 18:30:00","BZN|PL","Without Sequence","151.56","",""
"28/08/2025 18:30:00 - 28/08/2025 18:45:00","BZN|PL","Without Sequence","151.56","",""
"28/08/2025 18:45:00 - 28/08/2025 19:00:00","BZN|PL","Without Sequence","151.56","",""
"28/08/2025 19:00:00 - 28/08/2025 19:15:00","BZN|PL","Without Sequence","123.45","",""
"28/08/2025 19:15:00 - 28/08/2025 19:30:00","BZN|PL","Without Sequence","123.45","",""
"28/08/2025 19:30:00 - 28/08/2025 19:45:00","BZN|PL","Without Sequence","123.45","",""
"28/08/2025 19:45:00 - 28/08/2025 20:00:00","BZN|PL","Without Sequence","123.45","",""
"28/08/2025 20:00:00 - 28/08/2025 20:15:00","BZN|PL","Without Sequence","106.98","",""
"28/08/2025 20:15:00 - 28/08/2025 20:30:00","BZN|PL","Without Sequence","106.98","",""
"28/08/2025 20:30:00 - 28/08/2025 20:45:00","BZN|PL","Without Sequence","106.98","",""
"28/08/2025 20:45:00 - 28/08/2025 21:00:00","BZN|PL","Without Sequence","106.98","",""
"28/08/2025 21:00:00 - 28/08/2025 21:15:00","BZN|PL","Without Sequence","91.90","",""
"28/08/2025 21:15:00 - 28/08/2025 21:30:00","BZN|PL","Without Sequence","91.90","",""
"28/08/2025 21:30:00 - 28/08/2025 21:45:00","BZN|PL","Without Sequence","91.90","",""
"28/08/2025 21:45:00 - 28/08/2025 22:00:00","BZN|PL","Without Sequence","91.90","",""
"28/08/2025 22:00:00 - 28/08/2025 22:15:00","BZN|PL","Without Sequence","87.27","",""
"28/08/2025 22:15:00 - 28/08/2025 22:30:00","BZN|PL","Without Sequence","87.27","",""
"28/08/2025 22:30:00 - 28/08/2025 22:45:00","BZN|PL","Without Sequence","87.27","",""
"28/08/2025 22:45:00 - 28/08/2025 23:00:00","BZN|PL","Without Sequence","87.27","",""
"28/08/2025 23:00:00 - 28/08/2025 23:15:00","BZN|PL","Without Sequence","85.59","",""
"28/08/2025 23:15:00 - 28/08/2025 23:30:00","BZN|PL","Without Sequence","85.59","",""
"28/08/2025 23:30:00 - 28/08/2025 23:45:00","BZN|PL","Without Sequence","85.59","",""
"28/08/2025 23:45:00 - 29/08/2025 00:00:00","BZN|PL","Without Sequence","85.59","",""
"29/08/2025 00:00:00 - 29/08/2025 00:15:00","BZN|PL","Without Sequence","85.01","",""
"29/08/2025 00:15:00 - 29/08/2025 00:30:00","BZN|PL","Without Sequence","85.01","",""
"29/08/2025 00:30:00 - 29/08/2025 00:45:00","BZN|PL","Without Sequence","85.01","",""
"29/08/2025 00:45:00 - 29/08/2025 01:00:00","BZN|PL","Without Sequence","85.01","",""
"29/08/2025 01:00:00 - 29/08/2025 01:15:00","BZN|PL","Without Sequence","87.27","",""
"29/08/2025 01:15:00 - 29/08/2025 01:30:00","BZN|PL","Without Sequence","87.27","",""
"29/08/2025 01:30:00 - 29/08/2025 01:45:00","BZN|PL","Without Sequence","87.27","",""
"29/08/2025 01:45:00 - 29/08/2025 02:00:00","BZN|PL","Without Sequence","87.27","",""
"29/08/2025 02:00:00 - 29/08/2025 02:15:00","BZN|PL","Without Sequence","94.90","",""
"29/08/2025 02:15:00 - 29/08/2025 02:30:00","BZN|PL","Without Sequence","94.90","",""
"29/08/2025 02:30:00 - 29/08/2025 02:45:00","BZN|PL","Without Sequence","94.90","",""
"29/08/2025 02:45:00 - 29/08/2025 03:00:00","BZN|PL","Without Sequence","94.90","",""
"29/08/2025 03:00:00 - 29/08/2025 03:15:00","BZN|PL","Without Sequence","94.52","",""
"29/08/2025 03:15:00 - 29/08/2025 03:30:00","BZN|PL","Without Sequence","94.52","",""
"29/08/2025 03:30:00 - 29/08/2025 03:45:00","BZN|PL","Without Sequence","94.52","",""
"29/08/2025 03:45:00 - 29/08/2025 04:00:00","BZN|PL","Without Sequence","94.52","",""
"29/08/2025 04:00:00 - 29/08/2025 04:15:00","BZN|PL","Without Sequence","114.81","",""
"29/08/2025 04:15:00 - 29/08/2025 04:30:00","BZN|PL","Without Sequence","114.81","",""
"29/08/2025 04:30:00 - 29/08/2025 04:45:00","BZN|PL","Without Sequence","114.81","",""
"29/08/2025 04:45:00 - 29/08/2025 05:00:00","BZN|PL","Without Sequence","114.81","",""
"29/08/2025 05:00:00 - 29/08/2025 05:15:00","BZN|PL","Without Sequence","119.99","",""
"29/08/2025 05:15:00 - 29/08/2025 05:30:00","BZN|PL","Without Sequence","119.99","",""
"29/08/2025 05:30:00 - 29/08/2025 05:45:00","BZN|PL","Without Sequence","119.99","",""
"29/08/2025 05:45:00 - 29/08/2025 06:00:00","BZN|PL","Without Sequence","119.99","",""
"29/08/2025 06:00:00 - 29/08/2025 06:15:00","BZN|PL","Without Sequence","118.33","",""
"29/08/2025 06:15:00 - 29/08/2025 06:30:00","BZN|PL","Without Sequence","118.33","",""
"29/08/2025 06:30:00 - 29/08/2025 06:45:00","BZN|PL","Without Sequence","118.33","",""
"29/08/2025 06:45:00 - 29/08/2025 07:00:00","BZN|PL","Without Sequence","118.33","",""
"29/08/2025 07:00:00 - 29/08/2025 07:15:00","BZN|PL","Without Sequence","109.70","",""
"29/08/2025 07:15:00 - 29/08/2025 07:30:00","BZN|PL","Without Sequence","109.70","",""
"29/08/2025 07:30:00 - 29/08/2025 07:45:00","BZN|PL","Without Sequence","109.70","",""
"29/08/2025 07:45:00 - 29/08/2025 08:00:00","BZN|PL","Without Sequence","109.70","",""
"29/08/2025 08:00:00 - 29/08/2025 08:15:00","BZN|PL","Without Sequence","100.29","",""
"29/08/2025 08:15:00 - 29/08/2025 08:30:00","BZN|PL","Without Sequence","100.29","",""
"29/08/2025 08:30:00 - 29/08/2025 08:45:00","BZN|PL","Without Sequence","100.29","",""
"29/08/2025 08:45:00 - 29/08/2025 09:00:00","BZN|PL","Without Sequence","100.29","",""
"29/08/2025 09:00:00 - 29/08/2025 09:15:00","BZN|PL","Without Sequence","100.17","",""
"29/08/2025 09:15:00 - 29/08/2025 09:30:00","BZN|PL","Without Sequence","100.17","",""
"29/08/2025 09:30:00 - 29/08/2025 09:45:00","BZN|PL","Without Sequence","100.17","",""
"29/08/2025 09:45:00 - 29/08/2025 10:00:00","BZN|PL","Without Sequence","100.17","",""
"29/08/2025 10:00:00 - 29/08/2025 10:15:00","BZN|PL","Without Sequence","87.87","",""
"29/08/2025 10:15:00 - 29/08/2025 10:30:00","BZN|PL","Without Sequence","87.87","",""
"29/08/2025 10:30:00 - 29/08/2025 10:45:00","BZN|PL","Without Sequence","87.87","",""
"29/08/2025 10:45:00 - 29/08/2025 11:00:00","BZN|PL","Without Sequence","87.87","",""
"29/08/2025 11:00:00 - 29/08/2025 11:15:00","BZN|PL","Without Sequence","93.30","",""
"29/08/2025 11:15:00 - 29/08/2025 11:30:00","BZN|PL","Without Sequence","93.30","",""
"29/08/2025 11:30:00 - 29/08/2025 11:45:00","BZN|PL","Without Sequence","93.30","",""
"29/08/2025 11:45:00 - 29/08/2025 12:00:00","BZN|PL","Without Sequence","93.30","",""
"29/08/2025 12:00:00 - 29/08/2025 12:15:00","BZN|PL","Without Sequence","98.25","",""
"29/08/2025 12:15:00 - 29/08/2025 12:30:00","BZN|PL","Without Sequence","98.25","",""
"29/08/2025 12:30:00 - 29/08/2025 12:45:00","BZN|PL","Without Sequence","98.25","",""
"29/08/2025 12:45:00 - 29/08/2025 13:00:00","BZN|PL","Without Sequence","98.25","",""
"29/08/2025 13:00:00 - 29/08/2025 13:15:00","BZN|PL","Without Sequence","107.87","",""
"29/08/2025 13:15:00 - 29/08/2025 13:30:00","BZN|PL","Without Sequence","107.87","",""
"29/08/2025 13:30:00 - 29/08/2025 13:45:00","BZN|PL","Without Sequence","107.87","",""
"29/08/2025 13:45:00 - 29/08/2025 14:00:00","BZN|PL","Without Sequence","107.87","",""
"29/08/2025 14:00:00 - 29/08/2025 14:15:00","BZN|PL","Without Sequence","114.81","",""
"29/08/2025 14:15:00 - 29/08/2025 14:30:00","BZN|PL","Without Sequence","114.81","",""
"29/08/2025 14:30:00 - 29/08/2025 14:45:00","BZN|PL","Without Sequence","114.81","",""
"29/08/2025 14:45:00 - 29/08/2025 15:00:00","BZN|PL","Without Sequence","114.81","",""
"29/08/2025 15:00:00 - 29/08/2025 15:15:00","BZN|PL","Without Sequence","108.60","",""
"29/08/2025 15:15:00 - 29/08/2025 15:30:00","BZN|PL","Without Sequence","108.60","",""
"29/08/2025 15:30:00 - 29/08/2025 15:45:00","BZN|PL","Without Sequence","108.60","",""
"29/08/2025 15:45:00 - 29/08/2025 16:00:00","BZN|PL","Without Sequence","108.60","",""
"29/08/2025 16:00:00 - 29/08/2025 16:15:00","BZN|PL","Without Sequence","160.98","",""
"29/08/2025 16:15:00 - 29/08/2025 16:30:00","BZN|PL","Without Sequence","160.98","",""
"29/08/2025 16:30:00 - 29/08/2025 16:45:00","BZN|PL","Without Sequence","160.98","",""
"29/08/2025 16:45:00 - 29/08/2025 17:00:00","BZN|PL","Without Sequence","160.98","",""
"29/08/2025 17:00:00 - 29/08/2025 17:15:00","BZN|PL","Without Sequence","175.74","",""
"29/08/2025 17:15:00 - 29/08/2025 17:30:00","BZN|PL","Without Sequence","175.74","",""
"29/08/2025 17:30:00 - 29/08/2025 17:45:00","BZN|PL","Without Sequence","175.74","",""
"29/08/2025 17:45:00 - 29/08/2025 18:00:00","BZN|PL","Without Sequence","175.74","",""
"29/08/2025 18:00:00 - 29/08/2025 18:15:00","BZN|PL","Without Sequence","190.97","",""
"29/08/2025 18:15:00 - 29/08/2025 18:30:00","BZN|PL","Without Sequence","190.97","",""
"29/08/2025 18:30:00 - 29/08/2025 18:45:00","BZN|PL","Without Sequence","190.97","",""
"29/08/2025 18:45:00 - 29/08/2025 19:00:00","BZN|PL","Without Sequence","190.97","",""
"29/08/2025 19:00:00 - 29/08/2025 19:15:00","BZN|PL","Without Sequence","139.94","",""
"29/08/2025 19:15:00 - 29/08/2025 19:30:00","BZN|PL","Without Sequence","139.94","",""
"29/08/2025 19:30:00 - 29/08/2025 19:45:00","BZN|PL","Without Sequence","139.94","",""
"29/08/2025 19:45:00 - 29/08/2025 20:00:00","BZN|PL","Without Sequence","139.94","",""
"29/08/2025 20:00:00 - 29/08/2025 20:15:00","BZN|PL","Without Sequence","108.96","",""
"29/08/2025 20:15:00 - 29/08/2025 20:30:00","BZN|PL","Without Sequence","108.96","",""
"29/08/2025 20:30:00 - 29/08/2025 20:45:00","BZN|PL","Without Sequence","108.96","",""
"29/08/2025 20:45:00 - 29/08/2025 21:00:00","BZN|PL","Without Sequence","108.96","",""
"29/08/2025 21:00:00 - 29/08/2025 21:15:00","BZN|PL","Without Sequence","97.24","",""
"29/08/2025 21:15:00 - 29/08/2025 21:30:00","BZN|PL","Without Sequence","97.24","",""
"29/08/2025 21:30:00 - 29/08/2025 21:45:00","BZN|PL","Without Sequence","97.24","",""
"29/08/2025 21:45:00 - 29/08/2025 22:00:00","BZN|PL","Without Sequence","97.24","",""
"29/08/2025 22:00:00 - 29/08/2025 22:15:00","BZN|PL","Without Sequence","92.95","",""
"29/08/2025 22:15:00 - 29/08/2025 22:30:00","BZN|PL","Without Sequence","92.95","",""
"29/08/2025 22:30:00 - 29/08/2025 22:45:00","BZN|PL","Without Sequence","92.95","",""
"29/08/2025 22:45:00 - 29/08/2025 23:00:00","BZN|PL","Without Sequence","92.95","",""
"29/08/2025 23:00:00 - 29/08/2025 23:15:00","BZN|PL","Without Sequence","87.13","",""
"29/08/2025 23:15:00 - 29/08/2025 23:30:00","BZN|PL","Without Sequence","87.13","",""
"29/08/2025 23:30:00 - 29/08/2025 23:45:00","BZN|PL","Without Sequence","87.13","",""
"29/08/2025 23:45:00 - 30/08/2025 00:00:00","BZN|PL","Without Sequence","87.13","",""
"30/08/2025 00:00:00 - 30/08/2025 00:15:00","BZN|PL","Without Sequence","87.06","",""
"30/08/2025 00:15:00 - 30/08/2025 00:30:00","BZN|PL","Without Sequence","87.06","",""
"30/08/2025 00:30:00 - 30/08/2025 00:45:00","BZN|PL","Without Sequence","87.06","",""
"30/08/2025 00:45:00 - 30/08/2025 01:00:00","BZN|PL","Without Sequence","87.06","",""
"30/08/2025 01:00:00 - 30/08/2025 01:15:00","BZN|PL","Without Sequence","87.88","",""
"30/08/2025 01:15:00 - 30/08/2025 01:30:00","BZN|PL","Without Sequence","87.88","",""
"30/08/2025 01:30:00 - 30/08/2025 01:45:00","BZN|PL","Without Sequence","87.88","",""
"30/08/2025 01:45:00 - 30/08/2025 02:00:00","BZN|PL","Without Sequence","87.88","",""
"30/08/2025 02:00:00 - 30/08/2025 02:15:00","BZN|PL","Without Sequence","87.87","",""
"30/08/2025 02:15:00 - 30/08/2025 02:30:00","BZN|PL","Without Sequence","87.87","",""
"30/08/2025 02:30:00 - 30/08/2025 02:45:00","BZN|PL","Without Sequence","87.87","",""
"30/08/2025 02:45:00 - 30/08/2025 03:00:00","BZN|PL","Without Sequence","87.87","",""
"30/08/2025 03:00:00 - 30/08/2025 03:15:00","BZN|PL","Without Sequence","88.83","",""
"30/08/2025 03:15:00 - 30/08/2025 03:30:00","BZN|PL","Without Sequence","88.83","",""
"30/08/2025 03:30:00 - 30/08/2025 03:45:00","BZN|PL","Without Sequence","88.83","",""
"30/08/2025 03:45:00 - 30/08/2025 04:00:00","BZN|PL","Without Sequence","88.83","",""
"30/08/2025 04:00:00 - 30/08/2025 04:15:00","BZN|PL","Without Sequence","94.83","",""
"30/08/2025 04:15:00 - 30/08/2025 04:30:00","BZN|PL","Without Sequence","94.83","",""
"30/08/2025 04:30:00 - 30/08/2025 04:45:00","BZN|PL","Without Sequence","94.83","",""
"30/08/2025 04:45:00 - 30/08/2025 05:00:00","BZN|PL","Without Sequence","94.83","",""
"30/08/2025 05:00:00 - 30/08/2025 05:15:00","BZN|PL","Without Sequence","97.77","",""
"30/08/2025 05:15:00 - 30/08/2025 05:30:00","BZN|PL","Without Sequence","97.77","",""
"30/08/2025 05:30:00 - 30/08/2025 05:45:00","BZN|PL","Without Sequence","97.77","",""
"30/08/2025 05:45:00 - 30/08/2025 06:00:00","BZN|PL","Without Sequence","97.77","",""
"30/08/2025 06:00:00 - 30/08/2025 06:15:00","BZN|PL","Without Sequence","93.20","",""
"30/08/2025 06:15:00 - 30/08/2025 06:30:00","BZN|PL","Without Sequence","93.20","",""
"30/08/2025 06:30:00 - 30/08/2025 06:45:00","BZN|PL","Without Sequence","93.20","",""
"30/08/2025 06:45:00 - 30/08/2025 07:00:00","BZN|PL","Without Sequence","93.20","",""
"30/08/2025 07:00:00 - 30/08/2025 07:15:00","BZN|PL","Without Sequence","97.57","",""
"30/08/2025 07:15:00 - 30/08/2025 07:30:00","BZN|PL","Without Sequence","97.57","",""
"30/08/2025 07:30:00 - 30/08/2025 07:45:00","BZN|PL","Without Sequence","97.57","",""
"30/08/2025 07:45:00 - 30/08/2025 08:00:00","BZN|PL","Without Sequence","97.57","",""
"30/08/2025 08:00:00 - 30/08/2025 08:15:00","BZN|PL","Without Sequence","107.74","",""
"30/08/2025 08:15:00 - 30/08/2025 08:30:00","BZN|PL","Without Sequence","107.74","",""
"30/08/2025 08:30:00 - 30/08/2025 08:45:00","BZN|PL","Without Sequence","107.74","",""
"30/08/2025 08:45:00 - 30/08/2025 09:00:00","BZN|PL","Without Sequence","107.74","",""
"30/08/2025 09:00:00 - 30/08/2025 09:15:00","BZN|PL","Without Sequence","97.73","",""
"30/08/2025 09:15:00 - 30/08/2025 09:30:00","BZN|PL","Without Sequence","97.73","",""
"30/08/2025 09:30:00 - 30/08/2025 09:45:00","BZN|PL","Without Sequence","97.73","",""
"30/08/2025 09:45:00 - 30/08/2025 10:00:00","BZN|PL","Without Sequence","97.73","",""
"30/08/2025 10:00:00 - 30/08/2025 10:15:00","BZN|PL","Without Sequence","93.80","",""
"30/08/2025 10:15:00 - 30/08/2025 10:30:00","BZN|PL","Without Sequence","93.80","",""
"30/08/2025 10:30:00 - 30/08/2025 10:45:00","BZN|PL","Without Sequence","93.80","",""
"30/08/2025 10:45:00 - 30/08/2025 11:00:00","BZN|PL","Without Sequence","93.80","",""
"30/08/2025 11:00:00 - 30/08/2025 11:15:00","BZN|PL","Without Sequence","93.74","",""
"30/08/2025 11:15:00 - 30/08/2025 11:30:00","BZN|PL","Without Sequence","93.74","",""
"30/08/2025 11:30:00 - 30/08/2025 11:45:00","BZN|PL","Without Sequence","93.74","",""
"30/08/2025 11:45:00 - 30/08/2025 12:00:00","BZN|PL","Without Sequence","93.74","",""
"30/08/2025 12:00:00 - 30/08/2025 12:15:00","BZN|PL","Without Sequence","98.51","",""
"30/08/2025 12:15:00 - 30/08/2025 12:30:00","BZN|PL","Without Sequence","98.51","",""
"30/08/2025 12:30:00 - 30/08/2025 12:45:00","BZN|PL","Without Sequence","98.51","",""
"30/08/2025 12:45:00 - 30/08/2025 13:00:00","BZN|PL","Without Sequence","98.51","",""
"30/08/2025 13:00:00 - 30/08/2025 13:15:00","BZN|PL","Without Sequence","115.77","",""
"30/08/2025 13:15:00 - 30/08/2025 13:30:00","BZN|PL","Without Sequence","115.77","",""
"30/08/2025 13:30:00 - 30/08/2025 13:45:00","BZN|PL","Without Sequence","115.77","",""
"30/08/2025 13:45:00 - 30/08/2025 14:00:00","BZN|PL","Without Sequence","115.77","",""
"30/08/2025 14:00:00 - 30/08/2025 14:15:00","BZN|PL","Without Sequence","107.70","",""
"30/08/2025 14:15:00 - 30/08/2025 14:30:00","BZN|PL","Without Sequence","107.70","",""
"30/08/2025 14:30:00 - 30/08/2025 14:45:00","BZN|PL","Without Sequence","107.70","",""
"30/08/2025 14:45:00 - 30/08/2025 15:00:00","BZN|PL","Without Sequence","107.70","",""
"30/08/2025 15:00:00 - 30/08/2025 15:15:00","BZN|PL","Without Sequence","110.24","",""
"30/08/2025 15:15:00 - 30/08/2025 15:30:00","BZN|PL","Without Sequence","110.24","",""
"30/08/2025 15:30:00 - 30/08/2025 15:45:00","BZN|PL","Without Sequence","110.24","",""
"30/08/2025 15:45:00 - 30/08/2025 16:00:00","BZN|PL","Without Sequence","110.24","",""
"30/08/2025 16:00:00 - 30/08/2025 16:15:00","BZN|PL","Without Sequence","117.78","",""
"30/08/2025 16:15:00 - 30/08/2025 16:30:00","BZN|PL","Without Sequence","117.78","",""
"30/08/2025 16:30:00 - 30/08/2025 16:45:00","BZN|PL","Without Sequence","117.78","",""
"30/08/2025 16:45:00 - 30/08/2025 17:00:00","BZN|PL","Without Sequence","117.78","",""
"30/08/2025 17:00:00 - 30/08/2025 17:15:00","BZN|PL","Without Sequence","129.89","",""
"30/08/2025 17:15:00 - 30/08/2025 17:30:00","BZN|PL","Without Sequence","129.89","",""
"30/08/2025 17:30:00 - 30/08/2025 17:45:00","BZN|PL","Without Sequence","129.89","",""
"30/08/2025 17:45:00 - 30/08/2025 18:00:00","BZN|PL","Without Sequence","129.89","",""
"30/08/2025 18:00:00 - 30/08/2025 18:15:00","BZN|PL","Without Sequence","137.44","",""
"30/08/2025 18:15:00 - 30/08/2025 18:30:00","BZN|PL","Without Sequence","137.44","",""
"30/08/2025 18:30:00 - 30/08/2025 18:45:00","BZN|PL","Without Sequence","137.44","",""
"30/08/2025 18:45:00 - 30/08/2025 19:00:00","BZN|PL","Without Sequence","137.44","",""
"30/08/2025 19:00:00 - 30/08/2025 19:15:00","BZN|PL","Without Sequence","121.99","",""
"30/08/2025 19:15:00 - 30/08/2025 19:30:00","BZN|PL","Without Sequence","121.99","",""
"30/08/2025 19:30:00 - 30/08/2025 19:45:00","BZN|PL","Without Sequence","121.99","",""
"30/08/2025 19:45:00 - 30/08/2025 20:00:00","BZN|PL","Without Sequence","121.99","",""
"30/08/2025 20:00:00 - 30/08/2025 20:15:00","BZN|PL","Without Sequence","106.99","",""
"30/08/2025 20:15:00 - 30/08/2025 20:30:00","BZN|PL","Without Sequence","106.99","",""
"30/08/2025 20:30:00 - 30/08/2025 20:45:00","BZN|PL","Without Sequence","106.99","",""
"30/08/2025 20:45:00 - 30/08/2025 21:00:00","BZN|PL","Without Sequence","106.99","",""
"30/08/2025 21:00:00 - 30/08/2025 21:15:00","BZN|PL","Without Sequence","94.83","",""
"30/08/2025 21:15:00 - 30/08/2025 21:30:00","BZN|PL","Without Sequence","94.83","",""
"30/08/2025 21:30:00 - 30/08/2025 21:45:00","BZN|PL","Without Sequence","94.83","",""
"30/08/2025 21:45:00 - 30/08/2025 22:00:00","BZN|PL","Without Sequence","94.83","",""
"30/08/2025 22:00:00 - 30/08/2025 22:15:00","BZN|PL","Without Sequence","105.45","",""
"30/08/2025 22:15:00 - 30/08/2025 22:30:00","BZN|PL","Without Sequence","105.45","",""
"30/08/2025 22:30:00 - 30/08/2025 22:45:00","BZN|PL","Without Sequence","105.45","",""
"30/08/2025 22:45:00 - 30/08/2025 23:00:00","BZN|PL","Without Sequence","105.45","",""
"30/08/2025 23:00:00 - 30/08/2025 23:15:00","BZN|PL","Without Sequence","103.38","",""
"30/08/2025 23:15:00 - 30/08/2025 23:30:00","BZN|PL","Without Sequence","103.38","",""
"30/08/2025 23:30:00 - 30/08/2025 23:45:00","BZN|PL","Without Sequence","103.38","",""
"30/08/2025 23:45:00 - 31/08/2025 00:00:00","BZN|PL","Without Sequence","103.38","",""
"31/08/2025 00:00:00 - 31/08/2025 00:15:00","BZN|PL","Without Sequence","103.11","",""
"31/08/2025 00:15:00 - 31/08/2025 00:30:00","BZN|PL","Without Sequence","103.11","",""
"31/08/2025 00:30:00 - 31/08/2025 00:45:00","BZN|PL","Without Sequence","103.11","",""
"31/08/2025 00:45:00 - 31/08/2025 01:00:00","BZN|PL","Without Sequence","103.11","",""
"31/08/2025 01:00:00 - 31/08/2025 01:15:00","BZN|PL","Without Sequence","97.48","",""
"31/08/2025 01:15:00 - 31/08/2025 01:30:00","BZN|PL","Without Sequence","97.48","",""
"31/08/2025 01:30:00 - 31/08/2025 01:45:00","BZN|PL","Without Sequence","97.48","",""
